ID;Название;МКБ-10;Возраст;Разработчик;Дата размещения;Статус;Ссылка;Уровни рекомендаций (A1: 5, B2: 3 и т.д.);MedIQ (кол-во);Blacklist (кол-во);Маркеры (кол-во);Препараты MedIQ;Маркеры;Чёрный список;LLM-кейсы;Метки LLM
873_1;Токсическое действие метанола и этиленгликоля;T51.1, T52.3;Взрослые, дети;"Межрегиональная благотворительная общественная организация ""Ассоциация клинических токсикологов, Общероссийская общественная организация «Российское общество скорой медицинской помощи»";24.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/873_1;C5: 2;4;4;0;"Боярышник; Глицин; ЗМА Про; Эпистат";-;"Глицин; Меглюмин; Реамберин; Трифосаденин";10;error: 8, recommendation: 2
87_4;Остеопороз;M81.0, M81.8;Взрослые;"Российская ассоциация эндокринологов, Ассоциация ревматологов России, Ассоциация травматологов-ортопедов России, Ассоциация гинекологов – эндокринологов России, Общественная организация ""Российская ассоциация по остеопорозу"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»";21.04.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/87_4;B2: 6;4;0;1;"Железо; Коллаген; Магний; Пептид Коллагена";физиотерапия;-;10;recommendation: 6, error: 4
12_3;Рак предстательной железы;C61;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии»";28.01.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/12_3;C5: 1;9;0;1;"Антиоксидант; Апекса; Мега; Омега-3; Протеаза; Ромашка; Самарий, 153Sm Оксабифор; Селен; Шалфей";антиоксидант;-;9;literature_mention: 3, recommendation: 3, error: 2, contraindication: 1
21_3;Наружный отит;H60.0, H60.1, H60.2, H60.3, H60.5, H60.8, H60.9, H61.0, H61.8, H61.9, H62.0, H62.1, H62.2, H62.3, H62.4, H62.8;Дети;Союз педиатров России, Национальная медицинская ассоциация оториноларингологов, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии;18.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/21_3;C3: 8;3;0;1;"Полимикс; Тамицин; Фрамицетин";физиотерапия;-;9;recommendation: 8, error: 1
301_3;Депрессивный эпизод, Рекуррентное депрессивное расстройство;F32, F33;Взрослые;"Общественная организация ""Российское общество психиатров""";26.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/301_3;A1: 1, B1: 1, C1: 1, C2: 1;5;0;4;"Азафен; Зверобоя трава; Пиразидол; Торнадо; Триптофан";"акупунктура; биологически активная добавка; психосоматика; рефлексотерапия";-;9;recommendation: 4, literature_mention: 2, error: 2, contraindication: 1
355_5;Рак поджелудочной железы;C25, D37.7;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество хирургов"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""";23.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/355_5;B2: 3;3;2;0;"Креатин; Магний; Мать И Дитя";-;"Витамины; Панкреатин";9;error: 5, recommendation: 4
451_3;Шизофрения;F20.0, F20.1, F20.2, F20.3, F20.4, F20.5, F20.6, F20.8, F20.9;Взрослые;"Общественная организация ""Российское общество психиатров""";22.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/451_3;C4: 2, A3: 1;4;1;1;"Глицин; Перициазин; Холос; Эффект Ч";поддерживающая терапия;Глицин;9;recommendation: 6, error: 3
54_2;Инфекционный эндокардит и инфекция внутрисердечных устройств;I33, I38, I39, T85.7;Взрослые;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийское научное общество специалистов по клинической электрофизиологии, аритмологии и электростимуляции, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Всероссийское научно-практическое общество эпидемиологов, микробиологов и паразитологов, Российское общество ядерной медицины";14.02.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/54_2;B1: 4, C5: 3, C1: 1;2;0;0;"Антитромбин; Тамицин";-;-;9;recommendation: 8, error: 1
598_3;Доброкачественная дисплазия молочной железы;N60.0, N60.1, N60.2, N60.3, N60.4, N60.8, N60.9, N62, N63, N64.4;Взрослые, дети;Российское общество акушеров-гинекологов, Общероссийская общественная организация «Российское общество онкомаммологов», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы», ООО «Российская Ассоциация Маммологов»;25.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/598_3;B2: 1, A: 1;5;2;0;"Алфавит; Индинол; Индол-3-Карбинол; Кукуруза; Мастодинон";-;"Индинол; Мастодинон";9;literature_mention: 4, error: 3, recommendation: 2
609_2;Потеря слуха, вызванная шумом;H83.3, Z57.0;Взрослые;Национальная медицинская ассоциация оториноларингологов, Ассоциация врачей и специалистов медицины труда, Национальная медицинская ассоциация сурдологов;15.03.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/609_2;C5: 8;3;1;2;"Антиоксидант; Комплекс витаминов группы В; Ноотроп";"антиоксидант; рефлексотерапия";Витамины;9;recommendation: 8, contraindication: 1
682_2;Болезнь Крона;K50, K52.3, K52.9;Дети;"Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""";26.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/682_2;C5: 4;5;0;1;"В-12; Кальция глицерофосфат; Кукуруза; Магний; Потенциал";поддерживающая терапия;-;9;recommendation: 5, error: 4
70_2;Злокачественные новообразования костей и суставных хрящей: остеосаркома, саркома Юинга;C40, C41, D48.0;Дети;Российское общество детских онкологов и гематологов;16.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/70_2;C5: 4, C4: 1;5;0;1;"Антитромбин; Децит; КСФ; Просветление; Фитин";поддерживающая терапия;-;9;recommendation: 5, error: 4
821_1;Химический ожог пищевода;T28.5, T28.6, T28.7;Взрослые, дети;"Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Общероссийская общественная организация ""Российское общество хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Региональная Общественная организация ""Национальное общество Торакальных Хирургов""";25.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/821_1;C5: 7;5;4;1;"Носкапин; Облепиховое масло; Платифиллин; Потенциал М; Тебаин";физиотерапия;"Анальгин; Меглюмин; Метамизол; Реамберин";9;recommendation: 7, error: 1, literature_mention: 1
867_1;Дистония;G24, G24.0, G24.1, G24.2, G24.3, G24.4, G24.5, G24.8, G24.9;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Межрегиональная общественная организация специалистов ботулинотерапии, Общероссийская общественная организация ""Союз реабилитологов России"", Национальная ассоциация детских реабилитологов, Межрегиональная общественная организация «Общество специалистов по функциональной и стереотаксической нейрохирургии»";24.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/867_1;C5: 2;4;1;0;"Макси; Сиалор; Триптофан; Цель Т";-;ГАМК;9;error: 7, recommendation: 2
883_1;Другие плазмоклеточные новообразования;C90;Взрослые;"Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество""";26.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/883_1;A3: 1;1;1;1;Цель Т;поддерживающая терапия;Тиоктовая кислота;9;error: 5, contraindication: 3, recommendation: 1
150_3;Идиопатическая тромбоцитопеническая пурпура (ИТП) у взрослых;D69.3;Взрослые;Национальное гематологическое общество;16.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/150_3;B2: 3;8;0;0;"B 17; Антитромбин; Гипер; Железо; Ива; Крапива; Магний; Селен";-;-;8;error: 4, recommendation: 3, literature_mention: 1
562_3;Псориаз артропатический. Псориатический артрит;L40.5, M07.0, M07.1, M07.2, M07.3;Взрослые, дети;"Ассоциация ревматологов России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";31.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/562_3;A: 2, C5: 1, A2: 1;3;1;2;"ИЗ; Метацин; Цель Т";"поддерживающая терапия; физиотерапия";Линекс;8;recommendation: 4, error: 3, literature_mention: 1
622_5;Сахарный диабет 2 типа у детей;E11.2, E11.3, E11.4, E11.5, E11.6, E11.7, E11.8, E11.9, R73.0;Дети;Российская ассоциация эндокринологов;29.07.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/622_5;C5: 1;5;0;1;"Антиоксидант; Аргинин; Брусника; Кукуруза; Черника";антиоксидант;-;8;error: 7, recommendation: 1
762_1;Трансплантация сердца, наличие трансплантированного сердца, отмирание и отторжение трансплантата сердца;T86.2, Z94.1;Взрослые, дети;Российское трансплантологическое общество;16.03.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/762_1;—;6;1;1;"Алфавит; Аргинин; ИнОВО; Инозин; Коллаген; Магний";потенцирование;Инозин;8;error: 5, recommendation: 2, contraindication: 1
815_1;Травма носа;S00.3, S01.2, S02.2, S02.2, S02.2;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/815_1;C5: 4, B: 1, B3: 1;3;3;1;"Миристоил; Рутин; Троксерутин";физиотерапия;"Анальгин; Метамизол; Троксевазин";8;recommendation: 6, contraindication: 1, error: 1
902_1;Раны мягких тканей челюстно-лицевой области;S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1;Взрослые, дети;ООО «Общество специалистов в области челюстно-лицевой хирургии»;13.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/902_1;C5: 3, C3: 1;3;0;1;"Алфавит; Гидроксиметилхиноксалиндиоксид; Диокс";физиотерапия;-;8;recommendation: 5, literature_mention: 2, error: 1
144_2;Множественная миелома;C90.0;Взрослые;"Ассоциация онкологов России, Национальное гематологическое общество, Региональная общественная организация ""Общество онкогематологов""";22.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/144_2;B2: 2, B1: 1, C3: 1, A2: 1;1;0;1;Sirius;поддерживающая терапия;-;7;recommendation: 5, literature_mention: 2
164_2;Злокачественные новообразования полости рта;C02.0, C02.1, C02.2, C02.3, C02.8, C02.9, C03, C04, C05.0, C06;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";16.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/164_2;C5: 4, B1: 1;5;0;2;"Аргинин; Мега; Омега-3; Ромашка; Шалфей";"акупунктура; рефлексотерапия";-;7;recommendation: 7
369_2;Пузырчатка;L10;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";07.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/369_2;C5: 1;3;2;0;"Проспан; СПА; Чеснок";-;"Витамины; Проспан";7;error: 4, recommendation: 2, contraindication: 1
485_2;Аскаридоз у детей;B77, B77.0, B77.8, B77.9;Дети;"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""";09.12.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/485_2;C5: 3;3;2;0;"ON; Бендазол; ЗМА Про";-;"Бендазол; Дибазол";7;recommendation: 3, error: 2, literature_mention: 2
494_2;Брюшной тиф (инфекция, вызванная Salmonella Typhi) у взрослых;A01.0;Взрослые;Некоммерческое партнерство «Национальное научное общество инфекционистов»;10.02.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/494_2;C5: 4;4;2;1;"Алфавит; Антиоксидант; Лира; Реамберин";антиоксидант;"Меглюмин; Реамберин";7;recommendation: 4, error: 2, literature_mention: 1
502_2;Опухоли средостения;C37, C38.0, C38.1, C38.2, C38.3, C38.4, C38.8, D38.3, D38.4;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»;10.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/502_2;—;6;0;0;"Ипека; Липо; Ромашка; ТИМ; Тимол; Шалфей";-;-;7;error: 5, recommendation: 2
550_2;Атипичный гемолитико-уремический синдром;D59.3, M31.1, N08.2, N17.0, N17.1;Взрослые;Ассоциация нефрологов;22.02.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/550_2;B1: 1, A2: 1;3;0;1;"Антитромбин; ПО 90; Протеаза";поддерживающая терапия;-;7;error: 5, recommendation: 2
563_2;Корь;B05.9;Взрослые, дети;"Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ)";06.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/563_2;—;6;1;0;"L-Аргинин; Аргинин; Глицин; Глутамин; ИнОВО; Пролин";-;Глицин;7;recommendation: 4, error: 3
597_3;Цервикальная интраэпителиальная неоплазия, эрозия и эктропион шейки матки;N86, N87, N88.0, N88.1, N88.2, N88.4, N88.8;Взрослые, дети;Российское общество акушеров-гинекологов, Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;25.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/597_3;—;7;2;0;"Алоэ; Глицин; Глутамин; Дииндолилметан; Инозин; Масло Шиповника; Цина";-;"Глицин; Инозин";7;error: 3, contraindication: 2, literature_mention: 2
5_2;Мужское бесплодие;N46;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";21.05.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/5_2;B2: 2;5;1;0;"Карнитин; Левокарнитин; Мать И Дитя; Мега; Омега-3";-;Линекс;7;error: 5, recommendation: 2
652_2;Перелом дна глазницы;S02.3;Взрослые, дети;ООО «Общество специалистов в области челюстно-лицевой хирургии»;20.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/652_2;A3: 1;1;2;0;ON;-;"Анальгин; Метамизол";7;literature_mention: 5, recommendation: 1, error: 1
663_2;Наружные отиты;H60.0, H60.1, H60.2, H60.3, H60.4, H60.5, H60.8, H60.9, H61.0, H61.8, H61.9, H62.0, H62.1, H62.3, H62.4, H62.8;Взрослые;Национальная медицинская ассоциация оториноларингологов;13.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/663_2;C5: 6;4;0;0;"Миристоил; Оковит; Полимикс; Фрамицетин";-;-;7;recommendation: 6, error: 1
66_4;Рак носоглотки;C11;Дети;Российское общество детских онкологов и гематологов;15.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/66_4;B3: 1, C: 1;3;0;1;"Децит; Полимикс; Фитин";поддерживающая терапия;-;7;recommendation: 4, error: 3
71_1;Интраокулярная ретинобластома;C69.2;Дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Национальное общество детских гематологов, онкологов, Общероссийская общественная организация ""Российское общество детских онкологов"", Общероссийская общественная организация «Общество офтальмологов России»";06.07.2021;Применяется;https://cr.minzdrav.gov.ru/view-cr/71_1;C4: 2;1;0;0;Ламинар;-;-;7;error: 5, recommendation: 2
746_1;Перикардиты;I30, I30.1, I30.8, I30.9, I31, I31.1, I31.2, I31.3, I31.8, I31.9, I32, I32.0, I32.1, I32.8;Взрослые;"Общероссийская общественная организация «Российское кардиологическое общество», Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Общероссийская общественная организация ""Российское общество патологоанатомов"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Евразийского общества терапевтов";09.11.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/746_1;C4: 1, C5: 1, A1: 1;2;1;1;"Антитромбин; Метацин";потенцирование;Тиоктовая кислота;7;error: 4, recommendation: 3
755_1;Ротавирусный гастроэнтерит у детей;A08.0;Дети;"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""";03.03.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/755_1;C5: 4;4;2;1;"Анаферон; Анаферон детский; Нифуроксазид; Умифеновир";аффинно очищенные;"Анаферон; Арбидол";7;recommendation: 4, literature_mention: 3
760_1;Прижизненное донорство почки;Z52.4;Взрослые;Российское трансплантологическое общество;16.03.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/760_1;C5: 2, B: 2;3;0;0;"Антитромбин; Магний; Уролит";-;-;7;recommendation: 5, error: 2
791_1;Послеродовые инфекционные осложнения;O08.0, O75.3, O85, O86.0, O86.1, O86.4, O86.8, O90.0, O90.1, O90.2, O90.8, O90.9, O91.1, O99.5;Взрослые, дети;"Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов";19.07.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/791_1;B1: 1;5;0;0;"Антитромбин; Венам; Кальция ацетат; Мать И Дитя; Полимикс";-;-;7;contraindication: 3, error: 2, recommendation: 1, literature_mention: 1
809_1;Вывих шейного позвонка;S10.8, S12.0, S12.1, S12.2, S12.7, S13.0, S13.1, S13.3, S13.4, S14.0;Взрослые, дети;"Ассоциация нейрохирургов России, Ассоциация травматологов-ортопедов России, Общероссийская общественная организация ""Союз реабилитологов России"", Российская ассоциация хирургов-вертебрологов";15.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/809_1;C5: 1;4;0;1;"Вершина; Липа; Подиум; Уролит";физиотерапия;-;7;error: 5, recommendation: 1, literature_mention: 1
810_1;Головная боль напряжения;G44, G44.2, G44.3, G44.8, G90.8;Дети;"Всероссийское общество неврологов, Общероссийская общественная организация ""Союз реабилитологов России""";15.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/810_1;C5: 5;5;3;0;"Анвифен; Карнитин; Левокарнитин; Магний; Ноотроп";-;"Анальгин; Метамизол; Фенибут";7;recommendation: 5, contraindication: 1, literature_mention: 1
840_1;Врожденная диафрагмальная грыжа;K44.0, K44.1, K44.9, Q40.1, Q79.0, Q79.1;Дети;"Общероссийская общественная организация ""Российская ассоциация детских хирургов""";12.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/840_1;—;0;2;0;-;-;"Предуктал; Трифосаденин";7;error: 7
896_1;Перелом верхней челюсти и скуловой кости;S02.4;Дети;ООО «Общество специалистов в области челюстно-лицевой хирургии»;26.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/896_1;—;2;1;0;"ON; Вершина";-;Анальгин;7;literature_mention: 4, error: 3
138_2;Нодальные Т-клеточные лимфомы;C84.5, C84.6, C84.7, C84.9, C86.0, C86.1, C86.5;Взрослые, дети;"Ассоциация онкологов России, Национальное общество детских гематологов, онкологов, Российское общество онкогематологов, Ассоциация содействия развитию гематологии, трансфузиологии и трансплантации костного мозга ""Национальное гематологическое общество""";24.01.2025;Применяется;https://cr.minzdrav.gov.ru/view-cr/138_2;C5: 3, B3: 1;1;0;1;Антитромбин;поддерживающая терапия;-;6;recommendation: 5, literature_mention: 1
259_2;Эндометриоз;N80;Взрослые, дети;Российское общество акушеров-гинекологов;25.09.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/259_2;B1: 5, B3: 1;1;0;5;Ноотроп;"акупунктура; гомеопат; гомеопатия; иглоукалывание; китайская медицина";-;6;recommendation: 6
291_1;Мукополисахаридоз тип I;E76.0;Взрослые;Союз педиатров России, Ассоциация медицинских генетиков;19.02.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/291_1;—;3;0;0;"Глюкозамин; Нотта; Цель Т";-;-;6;error: 6
344_2;Злокачественные новообразования влагалища;C52, D07.2;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;23.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/344_2;C5: 3, A3: 2;4;0;2;"Антитромбин; Железо; Ромашка; Шалфей";"акупунктура; физиотерапия";-;6;recommendation: 5, error: 1
377_2;Бронхолегочная дисплазия;P27.1;Дети;Союз педиатров России, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Национальная ассоциация детских реабилитологов, Ассоциация Здоровье детей, Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ ), Российская ассоциация специалистов перинатальной медицины (РАСПМ);05.06.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/377_2;A1: 1;3;1;1;"Альвеофакт; Антиоксидант; Аргинин";антиоксидант;Предуктал;6;error: 5, recommendation: 1
381_3;Бронхит;J20, J40, J41, J42;Дети;Союз педиатров России, Российское респираторное общество, Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Общероссийская общественная организация Педиатрическое респираторное общество;19.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/381_3;B2: 2, A2: 2, C5: 1;3;1;0;"Бутамират; Горчичник; ТИМ";-;Тимьян;6;recommendation: 5, contraindication: 1
397_3;Специфические расстройства личности;F60.0, F60.1, F60.2, F60.3, F60.4, F60.5, F60.6, F60.7, F60.8, F60.9, F61;Взрослые;"Общественная организация ""Российское общество психиатров""";23.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/397_3;B3: 4;2;0;0;"Неулептил; Перициазин";-;-;6;recommendation: 4, literature_mention: 2
452_3;Умственная отсталость у взрослых;F70.0, F70.1, F70.8, F70.9, F71.0, F71.1, F71.8, F71.9, F72.0, F72.1, F72.8, F72.9, F73.0, F73.1, F73.8, F73.9, F78.0, F78.1, F78.8, F78.9, F79.0, F79.1, F79.8, F79.9;Взрослые;"Общественная организация ""Российское общество психиатров""";19.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/452_3;2: 1, C5: 1, C3: 1;3;0;0;"Неулептил; Ноотроп; Перициазин";-;-;6;recommendation: 4, literature_mention: 2
475_3;Рак гортани;C32, D38.0;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";14.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/475_3;C5: 3;6;0;0;"Дуба кора; Мега; Метилурацил; Омега-3; Ромашки аптечной цветки; Шалфей";-;-;6;recommendation: 6
518_3;Нейросенсорная тугоухость у взрослых;H90.3, H90.4, H90.5, H91.1, H91.2, H91.8;Взрослые;Национальная медицинская ассоциация оториноларингологов;22.03.2023;Применяется;https://cr.minzdrav.gov.ru/view-cr/518_3;A1: 2, C4: 1, C5: 1;4;1;1;"ЗМА Про; Мексидол; ТИННИ; Этилметилгидроксипиридина сукцинат";рефлексотерапия;Мексидол;6;recommendation: 4, error: 1, literature_mention: 1
543_3;Серповидно-клеточные нарушения;D57;Взрослые, дети;Национальное гематологическое общество, Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины», Российское общество детских онкологов и гематологов;26.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/543_3;C4: 1, C5: 1;3;0;2;"Инулин; Коллаген; Талия С";"дилюция; рефлексотерапия";-;6;error: 4, recommendation: 2
575_3;Синдром Сезари;C84.1;Взрослые, дети;"Национальное гематологическое общество, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Российское общество онкогематологов";07.08.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/575_3;C4: 5, C5: 1;1;1;1;ОН;поддерживающая терапия;Интерфероны;6;recommendation: 6
600_2;Падения у пациентов пожилого и старческого возраста;R29.6, W00, W01, W02, W03, W04, W05, W06, W07, W08, W10, W11, W17, W18, W19;Взрослые;"Общественная организация ""Российская ассоциация по остеопорозу"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»";05.11.2020;Применяется;https://cr.minzdrav.gov.ru/view-cr/600_2;A1: 6;3;1;0;"Глюкозамин; Хондроитин; Хондроитина сульфат";-;Хондроитин;6;recommendation: 6
601_2;Психические и поведенческие расстройства, вызванные употреблением табака (никотина). Синдром зависимости от табака, синдром отмены табака у взрослых;F17.2, F17.3;Взрослые;"Общественная организация ""Российское общество психиатров"", Российское респираторное общество";27.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/601_2;—;1;2;3;Цикл;"гомеопат; гомеопатия; рефлексотерапия";"Адаптол; ГАМК";6;error: 3, contraindication: 3
603_3;Хроническая обструктивная болезнь легких;J44, Z57.2, Z57.3, Z57.4, Z57.5;Взрослые;"Ассоциация врачей и специалистов медицины труда, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Российское респираторное общество";17.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/603_3;A1: 2, A2: 1;4;0;2;"Антиоксидант; Ваг; Лира; Оковит";"антиоксидант; физиотерапия";-;6;recommendation: 3, error: 2, literature_mention: 1
62_3;Артериальная гипертензия у взрослых;I10, I11, I12, I13, I15, I95.2;Взрослые;"Общероссийская общественная организация «Российское кардиологическое общество», Общероссийская общественная организация ""Российское научное медицинское общество терапевтов""";03.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/62_3;—;5;0;0;"Лакрица; Мега; Ночной сон; Омега-3; Эффект Ч";-;-;6;error: 5, recommendation: 1
669_2;Железодефицитная анемия;D50, D50.0, D50.1, D50.8, D50.9, D53.8, D62, E61.1, O99.0;Взрослые, дети;"Национальное гематологическое общество, Национальное общество детских гематологов, онкологов, Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Ассоциация специалистов и организаций лабораторной службы «Федерация лабораторной медицины», Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров», Ассоциация ""Эндоскопическое общество ""РЭндО"", Российское общество профилактики неинфекционных заболеваний";23.10.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/669_2;C5: 2;3;0;1;"Антиоксидант; Железо; Меди глюконат";антиоксидант;-;6;error: 3, recommendation: 3
6_2;Доброкачественная гиперплазия предстательной железы;N40;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";12.07.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/6_2;C4: 3;3;1;3;"Витапрост; Витапрост форте; Куб";"аффинно очищенных антител; высокие разведения; сверхвысокие разведения";Витапрост;6;recommendation: 3, literature_mention: 2, error: 1
739_1;Рассеянный склероз;G35;Взрослые, дети;Всероссийское общество неврологов, Национальное общество нейрорадиологов, Медицинская ассоциация врачей и центров рассеянного склероза и других нейроиммунологических заболеваний, Российский комитет исследователей рассеянного склероза;13.07.2022;Применяется;https://cr.minzdrav.gov.ru/view-cr/739_1;A1: 4;3;1;1;"Карнитин; Левокарнитин; Пролит";психосоматика;Пролит;6;recommendation: 4, error: 2
