ID,Название клинической рекомендации,МКБ-10,Возрастная группа,Разработчик,Дата размещения,Статус применения КР,Ссылка на клиническую рекомендацию,Слова из списка препаратов,Слова из списка маркеров,Слова из списка возможных маркеров
КР671,Истмико-цервикальная недостаточность,O34.3,"Взрослые, дети",Российское общество акушеров-гинекологов,02.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/671_2,,,
КР562,Псориаз артропатический. Псориатический артрит,"L40.5, M07.0, M07.1, M07.2, M07.3","Взрослые, дети","Ассоциация ревматологов России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",31.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/562_3,Linex,,
КР687,Ожоги термические и химические. Ожоги солнечные. Ожоги дыхательных путей.,"L55, T20, T21, T22, T23, T24, T25, T27, T29, T30, T31, T32, T95","Взрослые, дети",Медицинская профессиональная некоммерческая организация «Общероссийская общественная организация «Объединение комбустиологов «Мир без ожогов»,31.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/687_3,,,
КР678,Отморожение. Гипотермия. Другие эффекты воздействия низкой температуры.,"T33, T34, T35, T68, T69, T95","Взрослые, дети",Медицинская профессиональная некоммерческая организация «Общероссийская общественная организация «Объединение комбустиологов «Мир без ожогов»,30.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/678_2,,антиоксидант,
КР594,Расстройства аутистического спектра,"F84.0, F84.1, F84.4, F84.5, F84.8, F84.9",Дети,"Союз педиатров России, Ассоциация психиатров и психологов за научно-обоснованную практику",26.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/594_3,Ноотропы,,
КР301,"Депрессивный эпизод, Рекуррентное депрессивное расстройство","F32, F33",Взрослые,"Общественная организация ""Российское общество психиатров""",26.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/301_3,,биологически активная добавка; биологически активная добавка; психосоматика,
КР397,Специфические расстройства личности,"F60.0, F60.1, F60.2, F60.3, F60.4, F60.5, F60.6, F60.7, F60.8, F60.9, F61",Взрослые,"Общественная организация ""Российское общество психиатров""",23.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/397_3,,,
КР409,Наследственная тирозинемия 1 типа,E70.2,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",21.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/409_3,Адеметионин; клюква; Цистин,,
КР694,Нарушения митохондриального β-окисления жирных кислот,E71.3,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»",21.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/694_2,Витамины; Глицин; Глицин,биологически активная добавка; биологически активная добавка, АТФ 
КР405,Изовалериановая ацидемия/ацидурия,E71.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",21.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/405_3,Витамины; Глицин; Glycine; Поливитамины; клюква; Глицин; Цистин,биологически активная добавка; биологически активная добавка,
КР375,Нарушения обмена галактозы (Галактоземия),E74.2,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»",21.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/375_3,,гомеопат; гомеопат,
КР376,Нарушения обмена меди (болезнь Вильсона),E83.0,"Взрослые, дети","Союз педиатров России, Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Ассоциация медицинских генетиков, Российское трансплантологическое общество",21.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/376_3,пальма; Аденозинтрифосфат,антиоксидант,
КР406,Глутаровая ацидурия тип 1,E72.3,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Национальная ассоциация детских реабилитологов",20.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/406_3,Анти-Э,, ГАМК 
КР385,Болезнь «кленового сиропа»,E71.0,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Российское трансплантологическое общество , Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»",20.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/385_3,Глицин; Глицин,,
КР96,Глаукома первичная открытоугольная,H40.1,Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация «Российское общество офтальмологов-глаукоматологов»",17.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/96_2,Кортексин; Мексидол,антиоксидантный; антиоксидант; антиоксидантный,
КР631,Глаукома первичная закрытоугольная,H40.2,Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация «Российское общество офтальмологов-глаукоматологов»",16.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/631_2,Валидол; Этилметилгидроксипиридина сукцинат,антиоксидантный; антиоксидант; антиоксидантный,
КР794,Сквозной макулярный разрыв Витреомакулярный тракционный синдром,H35.3,Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",15.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/794_1,,,
КР114,Макулярная дегенерация возрастная,H35.3,Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",15.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/114_3,,антиоксидант,
КР625,Астигматизм,H52.2,"Взрослые, дети","Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",15.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/625_2,,,
КР116,Злокачественные опухоли слюнных желез,"C06.9, C07, C08",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",14.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/116_2,,,
КР238,Саркома Капоши,"B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Автономная некоммерческая организация ""Восточно-Европейская группа по изучению сарком""",14.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/238_2,,,
КР547,Рак яичников / рак маточной трубы / первичный рак брюшины,"C48, C56, C57, D39.1, D39.7, D39.9",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»",14.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/547_3,,,
КР475,Рак гортани,"C32, D38.0",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",14.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/475_3,,,
КР4,Рак ротоглотки,"C01, C02.4, C05.1, C05.2, C09, C10, D37.0",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",14.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/4_2,,,
КР624,Анемия при злокачественных новообразованиях,D63.0,Взрослые,"Ассоциация онкологов России, Национальное гематологическое общество, Общероссийская общественная организация «Российское общество клинической онкологии», Российское общество онкогематологов",13.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/624_2,,,
КР27,Рак гортаноглотки,"C12, C13",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",13.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/27_2,,,
КР628,Подозрение на глаукому,H40.0,Взрослые,"Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация «Российское общество офтальмологов-глаукоматологов»",09.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/628_2,,,
КР793,Синдром дефицита Glut1,G40.4,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Российская организация диетологов, нутрициологов и специалистов пищевой индустрии",08.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/793_1,Витамины; Поливитамины,,
КР575,Синдром Сезари,C84.1,"Взрослые, дети","Национальное гематологическое общество, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Российское общество онкогематологов",07.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/575_3,Интерфероны,,
КР792,Локализованный гипертрихоз,L68.2,Взрослые,"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",07.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/792_1,,,
КР231,Буллезный пемфигоид,L12.0,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",07.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/231_2,,,
КР196,Гнездная алопеция,L63,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",07.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/196_2,,,
КР369,Пузырчатка,L10,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",07.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/369_2,Витамины; Проспан; Проспан,,
КР8,Недержание мочи,"N39.3, N39.4, N39.8, N39.9, R32",Взрослые,"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»",07.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/8_2,,,
КР183,Недостаточность анального сфинктера,"K62.8, R15",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",02.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/183_3,,,
КР174,Ангиодисплазия кишечника,"K55.2, K55.3, K55.8",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",02.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/174_3,,,
КР182,Идиопатический мегаколон,K59.3,"Взрослые, дети","Общероссийская общественная организация ""Ассоциация колопроктологов России""",02.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/182_3,,,
КР185,Острый парапроктит,"K61, K61.0, K61.1, K61.2, K61.3, K61.4","Взрослые, дети","Общероссийская общественная организация ""Ассоциация колопроктологов России"", Общероссийская общественная организация ""Российская ассоциация детских хирургов""",02.08.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/185_3,,,
КР161,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ Синдром зависимости от психоактивных веществ (кроме алкоголя и никотина)","F11.2, F12.2, F13.2, F14.2, F15.2, F16.2, F18.2, F19.2","Взрослые, дети","Общественная организация ""Российское общество психиатров""",31.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/161_2,,, ГАМК 
КР32,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ Синдром отмены психоактивных веществ (абстинентное состояние, вызванное употреблением психоактивных веществ) (кроме алкоголя и никотина)","F11.3, F12.3, F13.3, F14.3, F15.3, F16.3, F18.3, F19.3","Взрослые, дети","Общественная организация ""Российское общество психиатров""",31.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/32_2,Глицин; Меглюмин; Меглюмина натрия сукцинат; Глицин,психосоматика, ГАМК 
КР246,Экзема,L30,"Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",30.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/246_3,Афобазол; фитотерапия; фитотерапия; фитотерапия,,
КР622,Сахарный диабет 2 типа у детей,"E11.2, E11.3, E11.4, E11.5, E11.6, E11.7, E11.8, E11.9, R73.0",Дети,Российская ассоциация эндокринологов,29.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/622_5,липоат,антиоксидант,
КР712,Врожденный гипотиреоз у детей,"E03.0, E03.1, E07.1, E07.8",Дети,Российская ассоциация эндокринологов,26.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/712_2,MPFF,,
КР24,Другие сфинголипидозы (болезнь Гоше),E75.2,Дети,"Союз педиатров России, Национальное общество детских гематологов, онкологов, Ассоциация медицинских генетиков",26.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/24_2,,,
КР686,Тиреоидиты у детей,"E03.8, E06.0, E06.1, E06.3, E06.5, E06.9",Дети,Российская ассоциация эндокринологов,24.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/686_3,,,
КР648,Преждевременное половое развитие,"E22.8, E28.1, E29.0, E30.1, E30.8, E31.1",Дети,Российская ассоциация эндокринологов,24.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/648_2,,,
КР229,Ожирение у детей,"E66.0, E66.1, E66.2, E66.8, E66.9, E67.8",Дети,"Российская ассоциация эндокринологов, Общество бариатрических хирургов",23.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/229_3,,,
КР699,Иммунная тромбоцитопения,D69.3,Дети,"Национальное общество детских гематологов, онкологов",22.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/699_2,,,
КР274,Запор,K59.0,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация, Межрегиональная Общественная Организация ""Научное сообщество по содействию клиническому изучению микробиома человека""",22.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/274_3,Витамины,,
КР661,Ранняя анемия недоношенных,P61.2,Дети,"Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ )",22.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/661_2,Витамины,,
КР660,Врожденная анемия вследствие кровопотери у плода и другие врожденные анемии новорожденных,"P61.3, P61.4",Дети,"Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ )",22.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/660_2,,,
КР641,Женское бесплодие,"N97, N97.0, N97.1, N97.2, N97.3, N97.4, N97.8, N97.9, N98.0, N98.2, N98.3, N98.8, N98.9, Z31.1, Z31.2, Z31.3, Z31.4, Z31.5, Z31.6, Z31.8",Взрослые,"Российское общество акушеров-гинекологов, ООО ""Российская ассоциация репродукции человека (РАРЧ)""",22.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/641_2,,,
КР79,ВИЧ-инфекция у взрослых,"B20, B21, B22, B23, B24, F02.4, R75, Z11.4, Z20.6, Z21, Z71.7, Z83.0",Взрослые,"Национальная вирусологическая ассоциация., Московское онкологическое общество",22.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/79_2,липоат,,
КР791,Послеродовые инфекционные осложнения,"O08.0, O75.3, O85, O86.0, O86.1, O86.4, O86.8, O90.0, O90.1, O90.2, O90.8, O90.9, O91.1, O99.5","Взрослые, дети","Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов",19.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/791_1,,,
КР790,Дефицит 3-гидрокси-3-метилглутарил-КоА лиазы,E71.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",19.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/790_1,,,
КР318,Болезнь Фабри,E75.2,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",19.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/318_2,,,
КР789,"Недостаточность митохондриальной ацетоацетил-КоА-тиолазы (дефицит бета-кетотиолазы, дефицит Т2)",E71.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",18.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/789_1,Глицин; Глицин,,
КР788,"Недостаточность 3-метилкротонил-КоА карбоксилазы (3-метилкротонилглицинурия, метилкротонил КоА карбоксилазная недостаточность)",E71.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",18.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/788_1,Глицин; Glycine; Глицин,,
КР482,Классическая фенилкетонурия и другие виды гиперфенилаланинемии,"E70.0, E70.1, E70.9","Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Ассоциация Здоровье детей",18.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/482_2,Витамины,,
КР670,Выкидыш (самопроизвольный аборт),"N85.3, N85.7, O02, O02.0, O02.1, O02.8, O02.9, O03, O03.0, O03.1, O03.3, O03.4, O03.5, O03.6, O03.8, O03.9, O05, O05.0, O05.1, O05.3, O05.4, O05.5, O05.6, O05.8, O05.9, O20, O20.0, O20.8, O20.9","Взрослые, дети",Российское общество акушеров-гинекологов,17.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/670_2,,,
КР459,ВИЧ-инфекция у детей,"B20, B21, B22, B23, B24, R75, Z20.6, Z21",Дети,"Национальная ассоциация специалистов по профилактике, диагностике и лечению ВИЧ-инфекции",17.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/459_2,липоат,,
КР176,Болезнь Крона,K50,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация",16.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/176_2,,,
КР787,Увеиты неинфекционные,"H20.0, H20.1, H20.2, H20.8, H20.9, H22.1, H30, H30.0, H30.1, H30.2, H30.8, H30.9, H35.0, H40.4, H43.3, H44.1","Взрослые, дети","Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»",12.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/787_1,Витамины; Инозин; Linex; Ноотропы,антиоксидант,
КР387,Другие виды нарушения обмена аминокислот с разветвленной цепью (Метилмалоновая ацидемия /ацидурия),E71.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",12.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/387_3,Витамины; Глицин; Поливитамины; клюква; Глицин; Цистин,биологически активная добавка; биологически активные добавки; биологически активная добавка; биологически активные добавки,
КР204,Аногенитальные (венерические) бородавки,A63.0,"Взрослые, дети","Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",12.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/204_2,Инозин; Inosine pranobex; Inosiplex; Панавир; Panavir; Solanum tuberosum,,
КР6,Доброкачественная гиперплазия предстательной железы,N40,Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",12.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/6_2,Витапрост,аффинно очищенных антител; сверхвысокие разведения; высокие разведения; сверхвысокие разведения; высокие разведения,
КР647,Выпадение женских половых органов,"N81.0, N81.1, N81.2, N81.3, N81.4, N81.5, N81.6, N81.8, N81.9, N99.3",Взрослые,"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""",11.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/647_2,,,
КР261,Аллергический ринит,"J30.1, J30.2, J30.3, J30.4","Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Национальная медицинская ассоциация оториноларингологов",11.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/261_2,Витамины; фитотерапия; фитотерапия; фитотерапия,гомеопатия; гомеопат; гомеопатия; гомеопатия; гомеопат,
КР786,Урогенитальные свищи,"N32.1, N32.2, N36.0, N82, N82.0, N82.1, N82.9",Взрослые,"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""",10.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/786_1,,,
КР708,Гастрит и дуоденит,"K29, K31.8",Взрослые,"Российская Гастроэнтерологическая Ассоциация, Ассоциация ""Эндоскопическое общество ""РЭндО"", Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Межрегиональная Общественная Организация ""Научное сообщество по содействию клиническому изучению микробиома человека""",10.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/708_2,фитотерапия; фитотерапия; фитотерапия,потенцирование; потенцирование,
КР194,Хламидийная инфекция,"A56, A74","Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",09.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/194_2,,,
КР241,Урогенитальный трихомониаз,A59,"Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",09.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/241_3,,,
КР216,"Урогенитальные заболевания, вызванные Mycoplasma genitalium",A63.8,"Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",09.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/216_2,,,
КР197,Сифилис,"A50, A51, A52, A53","Взрослые, дети","Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""",09.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/197_2,,,
КР218,Гонококковая инфекция,A54,"Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",09.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/218_2,,,
КР679,Аногенитальная герпетическая вирусная инфекция,"A60, A60.0, A60.1, A60.9","Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",09.07.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/679_2,Витамины; Виферон; Виферон; Глюкозаминилмурамилдипептид; Неовир; Панавир; Solanum tuberosum,антиоксидант,
КР785,Искусственный аборт (медицинский аборт),"O04, O06, O07, O35","Взрослые, дети",Российское общество акушеров-гинекологов,07.06.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/785_1,,,
КР462,Острая кишечная непроходимость опухолевой этиологии,K56.6,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество хирургов""",06.06.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/462_2,,,
КР377,Бронхолегочная дисплазия,P27.1,Дети,"Союз педиатров России, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Национальная ассоциация детских реабилитологов, Ассоциация Здоровье детей, Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ ), Российская ассоциация специалистов перинатальной медицины (РАСПМ)",05.06.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/377_2,Предуктал,антиоксидант,
КР613,Старческая астения,R54,Взрослые,Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»,04.06.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/613_2,,,
КР193,Язвенный колит,K51,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация",29.05.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/193_2,,,
КР784,"Психические и поведенческие расстройства, вызванные употреблением алкоголя Синдром отмены алкоголя (алкогольное абстинентное состояние)",F10.3,"Взрослые, дети","Общественная организация ""Российское общество психиатров""",20.05.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/784_1,Витамины; Инозин; Меглюмин; Мексидол; Этилметилгидроксипиридина сукцинат; Реамберин; Меглюмина натрия сукцинат; Ремаксол; хмель; Цитофлавин,антиоксидант, ГАМК 
КР16,Туберкулез у взрослых,"A15, A16, A17, A18, A19",Взрослые,"Российское Общество Фтизиатров, Национальная ассоциация некоммерческих организаций фтизиатров «Ассоциация фтизиатров»",14.05.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/16_3,Метамизол; Глицин; Глутоксим; глутамил-цистеинил-глицин динатрия; Нобен; Кортексин; Метамизол; Нобен; Персен; Персен; фитотерапия; фитотерапия; фитотерапия; Глицин,,
КР783,Гиперчувствительный пневмонит,"J67, J84.1",Взрослые,Российское респираторное общество,20.03.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/783_1,Персен; Персен,,
КР315,Отосклероз,H80,"Взрослые, дети",Национальная медицинская ассоциация оториноларингологов,18.03.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/315_4,,,
КР18,Болезнь Меньера,H81.0,Взрослые,Национальная медицинская ассоциация оториноларингологов,18.03.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/18_2,,психосоматика,
КР782,Миопическая макулярная дегенерация (Миопическая макулопатия),H44.2,Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",18.03.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/782_1,,,
КР609,"Потеря слуха, вызванная шумом","H83.3, Z57.0",Взрослые,"Национальная медицинская ассоциация оториноларингологов, Ассоциация врачей и специалистов медицины труда, Национальная медицинская ассоциация сурдологов",15.03.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/609_2,Витамины,антиоксидант,
