=== СВОДКА ПО КЛИНИЧЕСКИМ РЕКОМЕНДАЦИЯМ ===

ID;Название;МКБ-10;Возраст;Разработчик;Дата;Статус;Ссылка;Уровни рекомендаций (A1: 5, B2: 3 и т.д.);MedIQ (кол-во);Blacklist (кол-во);Маркеры (кол-во);Препараты MedIQ;Маркеры;Чёрный список
804_1;Приобретенная чистая красноклеточная аплазия (эритробластопения);D60.0, D60.1, D60.8, D60.9;Взрослые, дети;Национальное гематологическое общество, Национальное общество детских гематологов, онкологов;05.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/804_1;BLACKLIST;Интерфероны;Не определенНе определен;Препарат «Интерферон альфа-2b» упоминается в контексте лекарственных препаратов, ассоциированных с развитием вторичной ПККА. Он включен в таблицу 1 в качестве одного из лекарств, имеющих более одного ;"ная с лимфопролиферативными заболеваниями (хронический лимфоцитарный лейкоз, лейкоз из больших гранулярных лимфоцитов, лимфома Ходжкина, неходжкинские лимфомы и другие) [12–14]; - ПККА, ассоциированная с другими онкогематологическими заболеваниями (хронический миелоидный лейкоз и другие) [15]; - ПККА, ассоциированная с солидными опухолями (тимома и другие) [16]; - ПККА, ассоциированная с инфекциями (парвовирус В19, ВИЧ, вирусные гепатиты В и С, туберкулез и другие) [5]; - лекарственно-индуцирова"
806_1;Дефект межжелудочковой перегородки;I27.8, Q21.0;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""";06.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/806_1;MARKER;физиотерапия;Не определенНе определен;Упоминание «физиотерапия» в контексте книги «Частная физиотерапия» указывает на ее использование в качестве метода лечения.;"И., Яковлева Л.В., Дегтярев Д.Н., Буров А.А., Овсянников Д.Ю., Волков А.В. Современная стратегия терапии легочной гипертензии у детей. Кардиоваскулярная терапия и профилактика. 2018;17(2):101124.https://doi.org/10.15829/1728-8800-2018-2-101-124 97. Plosker GL, Lyseng-Williamson KA. Clopidogrel: a review of its use in the prevention of thrombosis. Drugs. 2007;67(4):613-46. 98. Приказ Министерства здравоохранения РФ от 23.10.2019 N 878н «Об утверждении Порядка организации медицинской реабилитации "
807_1;Транспозиция магистральных артерий;Q20.3;Взрослые, дети;"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Национальная ассоциация экспертов по санаторно-курортному лечению";07.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/807_1;MARKER;физиотерапия;Не определенНе определен;Упоминание «физиотерапия» в контексте литературы, указывающей на источники информации по данной теме.;"ommittee, Council on Cardiovascular Disease in the Young, Council on Cardiovascular Nursing, and Stroke Council. Neurodevelopmental outcomes in children with congenital heart disease: evaluation and management: a scientific statement from the American Heart Association. Circulation. 2012 Aug 28;126(9):1143-72. doi: 10.1161/CIR.0b013e318265ee8a. Epub 2012 Jul 30. PMID: 22851541 57. Приказ Министерства здравоохранения РФ от 23.10.2019 N 878н «Об утверждении Порядка организации медицинской реабилит"
810_1;Головная боль напряжения;G44, G44.2, G44.3, G44.8, G90.8;Дети;"Всероссийское общество неврологов, Общероссийская общественная организация ""Союз реабилитологов России""";15.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/810_1;BLACKLIST;ГАМК;Не определенНе определен;Препарат ГАМК упоминается в контексте эффективности ГАМК-ергического препарата анвифена для лечения головной боли напряжения. Это указывает на то, что ГАМК рассматривается как компонент или основа для;"iety Guidelines of the International Headache Society for controlled trials of preventive treatment of migraine in children and adolescents, 1st edition. Cephalalgia. 2019; 39(7): 803-816. 28. Kosinsky M., Bayliss M.S., Bjorner J.B., Ware Jr. J.E., Garber W.H., Batenhorst A., Cady R., Dahluf C.G.H., Dowson A.J., Tepper S. A six-item short-form survey for measuring headache impact: The HIT-6TM. Quality of Life Research. 2003; 12:963-974. 29. Lewis D.W., Koch T. Headache evaluation in children and"
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Рибоксин-Виал;А1;Препарат «Рибоксин-Виал» не упоминается напрямую, но в тексте описывается исследование, в котором используется комбинация инозина, никотинамида, рибофлавина и янтарной кислоты (N07XX), которая, по дан; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Рибоксин Авексима;А1;Препарат Рибоксин Авексима не упоминается напрямую, но в тексте описываются исследования, в которых изучается эффективность инозина, никотинамида, рибофлавина и янтарной кислоты (N07XX), которые являю; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Рибоксин-Ферейн;А1;Препарат «Рибоксин-Ферейн» не упоминается напрямую, но в тексте описывается исследование, в котором используется комбинация инозин + никотинамид + рибофлавин + янтарной кислоты (N07XX), которая может ; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Инозин-Эском;А1;Препарат «Инозин-Эском» упоминается в контексте исследования, где он является частью комбинации инозин + никотинамид + рибофлавин + янтарной кислоты. Это исследование изучает эффективность данной комб; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Инозие-Ф;А1;Препарат «Инозие-Ф» упоминается в контексте исследования, где он является частью комбинации инозин + никотинамид + рибофлавин + янтарной кислоты. Это исследование изучает эффективность этой комбинации; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Рибоксин;А1;Препарат Рибоксин не упоминается напрямую, но в тексте описывается исследование, в котором используется комбинация инозин + никотинамид + рибофлавин + янтарной кислоты (N07XX), к которой относится Риб; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Рибонозин;А1;Препарат Рибонозин упоминается в контексте исследования, где он является частью комбинации инозин + никотинамид + рибофлавин + янтарной кислоты (N07XX). Это исследование изучает эффективность данной к; Ривермид и Рэнкина и значительно более выраженным регрессом объема ишемизированной ткани мозга по данным КТ к 21-му дню по сравнению с контрольной группой, получавшей базовую терапию и аскорбиновую кислоту**. Преимущество длительной терапии (20 дней по сравнению с 10 днями) выявлено только для пациентов с тяжелым инсультом (NIHSS ≥ 16 баллов при поступлении) [552]. В другом многоцентровом рандомизированном исследовании, включившем 600 пациентов с ишемическим инсультом, показано снижение летальн
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Фортелизин;Не определенНе определен;Препарат Фортелизин упоминается в контексте клинических исследований, посвященных его применению в терапии острого ишемического инсульта. В тексте приводятся ссылки на научные статьи, в которых изучае;" Neurol. 2021 Jun 10; 12: 649108. doi: 10.3389/fneur.2021.649108. 478. Jian Y, Zhao L, Jia B, Tong X, Li T, Wu Y, Wang X, Gao Z, Gong Y, Zhang X, Wang H, Zhang R, Zhang L, Miao Z, Zhang G; ANGEL-ACT Study Group. Direct versus Bridging Mechanical Thrombectomy in Elderly Patients with Acute Large Vessel Occlusion: A Multicenter Cohort Study. Clin Interv Aging. 2021 Jul 5; 16: 1265-1274. doi: 10.2147/CIA.S313171 479. Володюхин М.Ю., Подшивалов И.А., Хасанова Д.Р., Демин Т.В., Загидуллин Б.И., Мухам"
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Мексидол;Не определенНе определен;Препарат Мексидол упоминается в контексте клинических исследований и систематического обзора, что указывает на его использование в медицинской практике и наличие соответствующей литературы.;"иатрии им. С.С. Корсакова. Спецвыпуски. 2018;118(3 2):61 68 567. Stakhovskaya LV, Shamalov NA, Khasanova DR, Melnikova EV, Agafiina AS, Golikov KV, Bogdanov EI, Yakupova AA, Roshkovskaya LV, Lukinykh LV, Lokshtanova TM, Poverennova IE, Shepankevich LA. Rezul'taty randomizirovannogo dvoĭnogo slepogo mul'titsentrovogo platsebokontroliruemogo v parallel'nykh gruppakh issledovaniia éffektivnosti i bezopasnosti meksidola pri dlitel'noĭ posledovatel'noĭ terapii u patsientov v ostrom i rannem vosstanov"
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;MEDIQ;Целлекс;Не определенНе определен;Препарат Целлекс упоминается в контексте результатов его применения у пациентов с цереброваскулярными заболеваниями в статье Камчатнов П.Р. и др. в журнале «Нервные болезни» в 2018 году.;"patients with ischemic stroke: a systematic review and meta-analysis. S.S. Korsakov Journal of Neurology and Psychiatry. 2023;123(12‑2):49‑60. (In Russ.) https://doi.org/10.17116/jnevro202312312249 569. Бельская Г.Н., Крылова Л.Г., Соколов М.А., Измайлов И.А. «Возможности коррекции речевых расстройств в остром периоде ишемического инсульта с помощью нейропротективной терапии». Журнал неврологии и психиатрии им. С.С. Корсакова. 2015;115(9‑2):60‑63 570. Бельская Г.Н., Чуприна С.Е., Воробьев А.А., "
814_1;Ишемический инсульт и транзиторная ишемическая атака;G45.0, G45.1, G45.2, G45.3, G45.4, G45.8, G45.9, G46.0, G46.1, G46.2, G46.3, G46.4, G46.5, G46.6, G46.7, G46.8, I63.0, I63.1, I63.2, I63.3, I63.4, I63.5, I63.6, I63.8, I63.9, I64, I65.0, I65.1, I65.2, I65.3, I65.8, I65.9, I66.0, I66.1, I66.2, I66.3, I66.4, I66.8, I66.9, I67.6;Взрослые, дети;"Ассоциация нейрохирургов России, Всероссийское общество неврологов, Национальная ассоциация по борьбе с инсультом, Общероссийская общественная организация ""Союз реабилитологов России"", Межрегиональная общественная организация ""Объединение нейроанестезиологов и нейрореаниматологов""";20.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/814_1;BLACKLIST;Актовегин;Не определенНе определен;"Препарат ""Актовегин"" упоминается в названии исследования ARTEMIDA Trial, которое оценивает эффективность Актовегина при когнитивных нарушениях после инсульта.";"F, Hune S, Allen A, MacGregor D, deVeber G. The risks and safety of clopidogrel in pediatric arterial ischemic stroke. Stroke. 2006 Apr;37(4):1120-2. doi: 10.1161/01.STR.0000209620.44017.97. Epub 2006 Mar 9. PMID: 16527995 536. Roach ES, Golomb MR, Adams R, Biller J, Daniels S, Deveber G, Ferriero D, Jones BV, Kirkham FJ, Scott RM, Smith ER; American Heart Association Stroke Council; Council on Cardiovascular Disease in the Young. Management of stroke in infants and children: a scientific statem"
832_1;Закрытые повреждения мягких тканей конечностей;S40.0, S46.7, S46.8, S46.9, S50.0, S50.1, S56.7, S56.8, S60.0, S60.1, S60.2, S66.6, S66.7, S66.8, S66.9, S70.0, S70.1, S73.1, S76.1, S76.3, S76.4, S76.7, S79.7, S79.8, S80.0, S80.1, S80.7, S80.8, S80.9, S86.0, S86.1, S86.2, S86.3, S86.7, S86.8, S86.9, S90.0, S90.1, S90.2, S90.3, S93.2, S93.4, S93.6, S96.1, S96.7, S96.9, T06.4, T11.5, T13.5, T14.6, T93.3, T93.5;Взрослые, дети;Ассоциация травматологов-ортопедов России;28.11.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/832_1;BLACKLIST;Актовегин;Не определенНе определен;Препарат Актовегин упоминается в контексте обзора его роли в спортивной медицине за последние 10 лет.;"e 2013; 8:e62356 8. Bleakley CM, Glasgow PD, Philips P, et al for the Association of Chartered Physiotherapist s in Sports and Exercise Medicine (ACPSM). Management of acute soft tissue injury using Protection Rest Ice Compression and Elevation. 2011. 9. Bleakley CM, McDonough SM, MacAuley DC, Bjordal J. Cryotherapy for acute ankle sprains: a randomised controlled study of two different icing protocols. BrJ Sports Med 2006; 40:700 10. Bleakley CM. Acute soft tissue injury management: past, prese"
837_1;Гастрит и дуоденит у детей;K29.0, K29.1, K29.3, K29.4, K29.5, K29.6, K29.7, K29.8, K29.9, K31.8;Дети;"Союз педиатров России, Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""";11.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/837_1;MEDIQ;Нифурател-СЗ;Не определенНе определен;Препарат «Нифурател-СЗ» упоминается в контексте эффективности 3-х-компонентных схем лечения язвенной болезни желудка и двенадцатиперстной кишки, где он используется в комбинации с другими препаратами.;PGHAN) [109]. Висмута трикалия дицитрат ** может быть добавлен как компонент в тройные схемы уже на первой линии для детей с 4 лет. Длительность лечения – 14 дней. Прием ИПН (по АТХ-классификации: ингибиторы протонового насоса (A02BC): #омепразол**, #рабепразол, #эзомепразол**) или висмута трикалия дицитрата** не пролонгируется более 14 дней без особых показаний. #Тетрациклин может быть введен в схемы эрадикации с учетом возрастных ограничений (с 8 лет). Отечественный и зарубежный опыт современн
837_1;Гастрит и дуоденит у детей;K29.0, K29.1, K29.3, K29.4, K29.5, K29.6, K29.7, K29.8, K29.9, K31.8;Дети;"Союз педиатров России, Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""";11.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/837_1;MEDIQ;Нифурател-СЗ;Не определенНе определен;Препарат Нифурател-СЗ упоминается в контексте клинического исследования, посвященного его эффективности в эрадикации инфекции Helicobacter pylori у взрослых. Таким образом, он упоминается в качестве л;"41(10):1422-30. doi: 10.1111/j.1365-2222.2011.03831.x. 141. Arnold IC, Hitzler I, Müller A. The immunomodulatory properties of Helicobacter pylori confer protection against allergic and chronic inflammatory disorders. Front Cell Infect Microbiol. 2012 Feb 16;2:10. doi: 10.3389/fcimb.2012.00010. 62 142. Graham D.Y., Lu H. Furazolidone in He li co bac ter py lo ri therapy: misunderstood and oft en unfairly maligned drug told in a story of French bread. Saudi J Gastroenterol. 2012; 18:1– 2. doi: 10"
837_1;Гастрит и дуоденит у детей;K29.0, K29.1, K29.3, K29.4, K29.5, K29.6, K29.7, K29.8, K29.9, K31.8;Дети;"Союз педиатров России, Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""";11.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/837_1;MEDIQ;Нифурател;Не определенНе определен;Препарат «Нифурател» упоминается в контексте эффективности 3-х компонентных схем лечения язвенной болезни желудка и двенадцатиперстной кишки, где он используется в комбинации с другими препаратами.;PGHAN) [109]. Висмута трикалия дицитрат ** может быть добавлен как компонент в тройные схемы уже на первой линии для детей с 4 лет. Длительность лечения – 14 дней. Прием ИПН (по АТХ-классификации: ингибиторы протонового насоса (A02BC): #омепразол**, #рабепразол, #эзомепразол**) или висмута трикалия дицитрата** не пролонгируется более 14 дней без особых показаний. #Тетрациклин может быть введен в схемы эрадикации с учетом возрастных ограничений (с 8 лет). Отечественный и зарубежный опыт современн
837_1;Гастрит и дуоденит у детей;K29.0, K29.1, K29.3, K29.4, K29.5, K29.6, K29.7, K29.8, K29.9, K31.8;Дети;"Союз педиатров России, Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов""";11.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/837_1;MEDIQ;Нифурател;Не определенНе определен;Препарат Нифурател упоминается в контексте клинического исследования, посвященного его эффективности в эрадикации инфекции Helicobacter pylori у взрослых. В тексте упоминается исследование, в котором ;"41(10):1422-30. doi: 10.1111/j.1365-2222.2011.03831.x. 141. Arnold IC, Hitzler I, Müller A. The immunomodulatory properties of Helicobacter pylori confer protection against allergic and chronic inflammatory disorders. Front Cell Infect Microbiol. 2012 Feb 16;2:10. doi: 10.3389/fcimb.2012.00010. 62 142. Graham D.Y., Lu H. Furazolidone in He li co bac ter py lo ri therapy: misunderstood and oft en unfairly maligned drug told in a story of French bread. Saudi J Gastroenterol. 2012; 18:1– 2. doi: 10"
838_1;Вирусные пневмонии;J12, J12.0, J12.1, J12.2, J12.3, J12.8, J12.9;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ), Межрегиональная ассоциация специалистов респираторной медицины (МАСРМ)";12.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/838_1;MEDIQ;Ренгалин;Не определенНе определен;Препарат Ренгалин упоминается в контексте результатов исследований, где он рассматривается как эффективное и безопасное средство для лечения кашля при острой респираторной инфекции.;"ysiol. 2020; 598(23): 5541-5554. DOI: 10.1113/JP280276 37. Зайцев А.А., Оковитый С.В., Мирошниченко Н.А., Крюков Е.В. Кашель: Методические рекомендации для врачей // М.: ГВКГ им. Н.Н.Бурденко. - 2021. 50 38. Зайцев А.А. Кашель: проблемы и решения // Практическая пульмонология. – 2020. - №2. - С.78-86. 39. Будневский А.В., Овсянников Е.С., Фейгельман С.Н. Исследование эффективности левопронта в лечении непродуктивного кашля // Практическая пульмонология. -2021. - №2. – С.65-74. 40. Хамитов Р.Ф., "
838_1;Вирусные пневмонии;J12, J12.0, J12.1, J12.2, J12.3, J12.8, J12.9;Взрослые;"Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ), Межрегиональная ассоциация специалистов респираторной медицины (МАСРМ)";12.12.2024;Применяется;https://cr.minzdrav.gov.ru/view-cr/838_1;MEDIQ;Трекрезан;Не определенНе определен;Препарат Трекрезан упоминается в контексте его иммуномодулирующих свойств и способности модулировать синтез белка в клетках. Он представлен в виде названия препарата и краткого описания его действия.; ДПО РМАПО, 2014. – 74 с. ISBN 978-5-7249-2283-8 86. Э. Д. Тыкочинская.Основы иглорефлексотерапии. М.: Медицина,1979. —344 с. 87. Стариков С.М., Юдин В.Е., Калашников С.В., Мохов П.А., Ткаченко С.А., Косухин Е.С. Физическая реабилитация больных пневмонией, ассоциированной с коронавирусной ин¬фекцией (COVID-19): учебное пособие / С.М. Стариков, В.Е. Юдин, С.В. Калашников, П.А. Мо¬хов, С.А. Ткаченко, Е.С. Косухин. – М. : МГУПП, 2020. – М. : Издательство «Перо», 2020. – 75 с 88. Авдеев С.Н., Маляви
