ID,Название клинической рекомендации,МКБ-10,Возрастная группа,Разработчик,Дата размещения,Статус применения КР,Ссылка на клиническую рекомендацию,Слова из списка препаратов,Слова из списка маркеров,Слова из списка возможных маркеров
КР150,Идиопатическая тромбоцитопеническая пурпура (ИТП) у взрослых,D69.3,Взрослые,Национальное гематологическое общество,16.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/150_3,"фитотерапия: новая кислота** по 50-100 мг 
2 раза в день внутрь [26-27], фитотерапия (#настой крапивы листьев 2 столовых ложки 
на 400 мл кипятк; фитотерапия: новая кислота** по 50-100 мг 
2 раза в день внутрь [26-27], фитотерапия (#настой крапивы листьев 2 столовых ложки 
на 400 мл кипятк; фитотерапия: новая кислота** по 50-100 мг 
2 раза в день внутрь [26-27], фитотерапия (#настой крапивы листьев 2 столовых ложки 
на 400 мл кипятк",,
КР685,Послеоперационная вентральная грыжа,"K43.0, K43.1, K43.2, K43.3, K43.5",Взрослые,"Общероссийская общественная организация ""Российское общество хирургов"", Всероссийская общественная организация ""Общество герниологов""",15.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/685_2,"ГМДП: еза в тканях области грыжи без натяжения 
«в виде моста» («ЪгМДпу») [13,17].
Методика “Оп1ау ” состоит в том, что эндопротез",,
КР672,Острый гепатит В (ГВ) у взрослых,B16,Взрослые,Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ),15.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/672_2,"Адеметионин:  С (уровень достоверности доказательств 
- 5) 
Комментарии: адеметионин** - рекомендуемая доза составляет 5-12 мг/кг/сут 
внутривен; Инозин: прием по 1 - 2 капсулы 3 раза в сутки внутрь во время еды, 
инозин 0,6-0,8 г 3-4 раза в сутки. Длительность курса пероральных ; Панкреатин: С (уровень достоверности доказательств 
- 4). 
Комментарии: панкреатин** 25 Ед. по 2-4 таблетки внутрь 3 раза в сутки во время 
ед","антиоксидант: ьность курса пероральных препаратов с 
гепатопротекторным и антиоксидантным действием 3-4 недели и до 6 месяцев 
[46]. 
• 
Рекоменду",
КР651,Стриктура уретры,"N32.0, N35.0, N35.1, N35.8, N35.9, N99.1",Взрослые,"Общероссийская общественная организация ""Российское общество урологов""",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/651_2,,,
КР617,Когнитивные расстройства у лиц пожилого и старческого возраста,"F00, F01, F02, F03, F06.7, G30, G31, I67, I68, I69",Взрослые,"Всероссийское общество неврологов, Общественная организация ""Российское общество психиатров"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/617_5,"Actovegin: ed 
Trial of Efficacy, 12 Months International Double-Blind Actovegin): A Randomized Controlled 
Trial to Assess the Efficacy of ; Винпоцетин: ченные результаты на рутинную 
клиническую практику [492]. 
Винпоцетин**: 
в мета–анализ эффективности винпоцетина в лечении 
паци; Витамины: логических эффектов субстанций, включая витаминные добавки (витамины группы 
В, D, Е, С), нестероидные противовоспалительные и п; Холина альфосцерат: тандартизированного гинкго двулопастного листьев экстракт и холина альфосцерат в 
дополнении к основной терапии АХЭС. 
Церебролизин** 
Пре; Choline alfoscerate:  dementia 
after treatment with the acetylcholine precursor choline alfoscerate: a multicenter, double-
blind, randomized, placebo-controll; Идебенон:  а 
также определить оптимальный режим дозирования 
[480]. 
Идебенон: 
применение идебенона в дозе 90 мг/сут в различных 
клинич; Idebenone: .2023) 
481. 
Nappi G., Bono G., Merlo P., et al. Long-term idebenone treatment of vascular 
and degenerative brain disorders of ; Инозин:  и по 
динамике нейровизуализационных изменений [485–487]. 
Инозин+Никотинамид+Р
ибофлавин+Янтарная 
кислота** 
 
 
метаболиче; Винпоцетин: ченные результаты на рутинную 
клиническую практику [492]. 
Винпоцетин**: 
в мета–анализ эффективности винпоцетина в лечении 
паци; Vinpocetine: 003; 17(1): c. 46–54. 
493. 
Szatmari S.Z., Whitehouse P.J. Vinpocetine for cognitive impairment and dementia. 
Cochrane 
Database ; Мексидол:  терапии 
пациентов с хронической ишемией мозга препаратами Мексидол и Мексидол ФОРТЕ 
250 (исследование МЕМО). Журнал неврологи; Пирацетам: ости, о долгосрочном эффекте не 
представляется возможным. 
Пирацетам**: 
анализ 
проведенных 
клинических 
исследований 
не 
поз; Piracetam:  
обращения: 10.01.2023) 
494. 
Flicker L, Grimley Evans G. Piracetam for dementia or cognitive impairment. 
Cochrane 
Database 
; Пирацетам: ости, о долгосрочном эффекте не 
представляется возможным. 
Пирацетам**: 
анализ 
проведенных 
клинических 
исследований 
не 
поз; Ginkgo biloba: 95. 
342. 
Zhao M.X., Dong Z.H., Yu Z.H., et al. Effects of Ginkgo biloba extract in 
improving episodic memory of patients with mild; Аденозинтрифосфат: сирующей афазии 
АПОЕ4 – аллель ε4 аполипопротеина Е 
АТФ – аденозинтрифосфат 
АХЭС – антихолинэстеразные средства 
БА – болезнь Альцгейм; Церебролизин: 
деменции 
альцгеймеровского 
типа 
могут 
рассматриваться 
Церебролизин**, 
стандартизированного гинкго двулопастного листьев экстр; Cerebrolysin: r’s disease: results of a randomized, controlled trial with Cerebrolysin and Donepezil. 
Current Alzheimer Research. 2011; 8: с. 583; Цитиколин: шибок затрудняют оценку полученных результатов 
[481–484]. 
Цитиколин: 
в отдельных открытых сравнительных исследованиях 
были по; Citicoline: tagna A., Putignano S., et al. Effectiveness and safety of 
citicoline in mild vascular cognitive impairment: the IDEALE study. Cl; Цитофлавин: на Н.К. Метааналитическая оценка 
клинической эффективности цитофлавина при неврологических заболеваниях. 
Журнал неврологии и пси","биологически активные добавки: нальгетики, включая препараты растительного 
происхождения, биологически активные добавки. Необходимо иметь в виду, что даже в 
отсутствии использова; антиоксидантный: 488, 489]. 
 
 
121 
Этилметилгидроксипирид
инасукцинат**: 
антиоксидантный, 
антигипоксантный 
и 
мембраностабилизирующий 
препарат, 
; антиоксидант: дования другие препараты с 
вазоактивными, метаболическими, антиоксидантными или ноотропными свойствами 
представленными в таблице 1; антиоксидантный: 488, 489]. 
 
 
121 
Этилметилгидроксипирид
инасукцинат**: 
антиоксидантный, 
антигипоксантный 
и 
мембраностабилизирующий 
препарат, 
; биологически активные добавки: нальгетики, включая препараты растительного 
происхождения, биологически активные добавки. Необходимо иметь в виду, что даже в 
отсутствии использова; психосоматика: го 
амбулаторного 
приема). 
Неврология, 
нейропсихиатрия, 
психосоматика. 2012; 2: с. 30–35. 
55. Petersen RC. Mild cognitive impair"," АТФ : азано, что 
нейроны со сниженным уровнем цитоплазматического АТФ (аденозинтрифосфата) и 
увеличенным уровнем поверхностного ф"
КР630,Инородное тело роговицы,"S05.5, S05.8, T15.0","Взрослые, дети","Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/630_2,,,
КР106,Ожоги глаз,T26,"Взрослые, дети","Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/106_2,,,
КР681,Пропионовая ацидемия /ацидурия,E71.1,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков, Российское трансплантологическое общество",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/681_2,"Витамины: лору [24].
Рекомендованы препараты колекальциферола** (A11 (Витамины)), цианокобаламина** и
фолиевой кислоты** (B03B (Витамин B1; Глицин: гидроксипропионовой 
кислоты, 
пропионилкарнитина,
пропионилглицина и 2-метилцитрата, которые оказывают токсическое действие н; клюква: т-паста
8/7
0,35
-
1,33
7
Лук репчатый
5/4
0,05
-
0,32
1,45
Клюква
10
0,05
-
0,38
2,6
Соки
100
0,5
-
11,7
47
Фрукты свежие
200; Глицин: гидроксипропионовой 
кислоты, 
пропионилкарнитина,
пропионилглицина и 2-метилцитрата, которые оказывают токсическое действие н","биологически активная добавка: контроля лечения.
Рекомендовано назначение натрия бензоата (биологически активная добавка) при уровне
аммония в крови выше 100 мкмоль/л пациентам с П; биологически активная добавка: контроля лечения.
Рекомендовано назначение натрия бензоата (биологически активная добавка) при уровне
аммония в крови выше 100 мкмоль/л пациентам с П",
КР294,Болезнь Ниманна-Пика тип С,E75.2,"Взрослые, дети","Союз педиатров России, Ассоциация медицинских генетиков",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/294_2,"Витамины: зраста с заместительной целью
назначаются 
жирорастворимые 
витамины 
(ретинол** 
(Код 
АТХ 
А11СА01),
колекальциферол** (Код АТ","антиоксидант:  Он также необходим для мозга, и снабжает ткани организма
антиоксидантами. Холестерин, приносимый кровью в виде ЛПНП, поступает внут",
КР103,Травма глаза закрытая,"H21.0, S04.0, S05.0, S05.1, S05.7, S05.8","Взрослые, дети","Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""",14.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/103_3,,,
КР748,Неалкогольная жировая болезнь печени,"K75.8, K76.0",Взрослые,"Российская ассоциация эндокринологов, Российская Гастроэнтерологическая Ассоциация, Общероссийская общественная организация ""Российское научное медицинское общество терапевтов"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров», Российское общество по изучению печени, Российское общество профилактики неинфекционных заболеваний, Национальное общество профилактической кардиологии",11.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/748_2,"Адеметионин: не менее 12 месяцев.
• Рекомендовано пероральное назначение адеметионина** в дозе 10-25 
мг/кг/сут (но не более 1600 мг/сут) пациен; Гептрал:  
К.Л., 
Марченко 
Н.В. 
Применение 
8- 
аденозилметионина (Гептрала®) в терапии больных неалкогольным стеатогепатитом. 
Клинич; Гептрал:  
К.Л., 
Марченко 
Н.В. 
Применение 
8- 
аденозилметионина (Гептрала®) в терапии больных неалкогольным стеатогепатитом. 
Клинич; Кверцетин: , 
полиненасыщенные жирные кислоты (ПНЖК), пищевые волокна, кверцетин 
[128, 131]. В двух поперечных исследованиях показано, что ; Инозин: недель.
• Рекомендовано назначение фиксированной комбинации инозин + 
меглюмин + метионин + никотинамид + янтарная кислота** в; Меглюмин: Рекомендовано назначение фиксированной комбинации инозин + 
меглюмин + метионин + никотинамид + янтарная кислота** в дозе 
400 м; Ремаксол: СВ, Коваленко АЛ, Прокопенко СМ, Белогурова ЕВ. Применение 
ремаксола в терапии метаболического 
синдрома у 
пациентов 
с 
неалк; Аденозинтрифосфат: вируемая протеинкиназа (АМР-асруа1ес! 
рго1е т ктазе)
АТФ - аденозинтрифосфат 
АМФ - аденозинмонофосфат
АССЗ - атеросклеротические сердеч; Эссенциальные фосфолипиды:  щелочная фосфатаза
ЭГДС - эзофагогастродуоденоскопия
ЭФЛ - эссенциальные фосфолипиды (фосфолипиды)
АРЯ1 (АзрагЩЩ А т т о 1гапзГега5е 1о Р1а1е1е1","потенцирование: чь однонаправленного увеличения 
(аддитивность, 
суммация, 
потенцирование) 
того 
или 
иного 
фармакологического 
эффекта. 
Несмотря ; биологически активные добавки: рственный препарат #омега-3 
кислот этиловые эфиры, так как биологически активные добавки, содержащие 
#омега-3 ПНЖК, не имеют утвержденных клиническ; антиоксидант: ается работа ферментативных и неферментативных компонентов 
антиоксидантной защиты, происходит дальнейшее образование новых 
свободн; потенцирование: чь однонаправленного увеличения 
(аддитивность, 
суммация, 
потенцирование) 
того 
или 
иного 
фармакологического 
эффекта. 
Несмотря ; биологически активные добавки: рственный препарат #омега-3 
кислот этиловые эфиры, так как биологически активные добавки, содержащие 
#омега-3 ПНЖК, не имеют утвержденных клиническ",
КР330,Рак трахеи,C33,Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»",11.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/330_2,,,
КР51,Рак полового члена,"C60, D40.7",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация ""Российское общество онкоурологов"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация ""Российское общество онкопатологов""",10.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/51_2,,,
КР476,Плоскоклеточный рак кожи,"C44, D04",Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Ассоциация онкологов России, Ассоциация специалистов по проблемам меланомы, Общероссийская общественная организация «Российское общество клинической онкологии»",10.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/476_3,"Меглюмин: 200 
мл 
растворителя
180
662
300
[179,
180]
Хлорина 
Е6 
димеглюмин
1,0
мг/кг
в/в 
кап 
30 
мин
в 
100 
мл 
растворителя
180
66",,
КР502,Опухоли средостения,"C37, C38.0, C38.1, C38.2, C38.3, C38.4, C38.8, D38.3, D38.4",Взрослые,"Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии»",10.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/502_2,,,
КР297,Карцинома Меркеля,C44,Взрослые,"Ассоциация онкологов России, Ассоциация специалистов по проблемам меланомы, Общероссийская общественная организация «Российское общество клинической онкологии»",09.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/297_2,,,
КР332,Медуллярный рак щитовидной железы,C73,"Взрослые, дети","Российская ассоциация эндокринологов, Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Ассоциации эндокринных хирургов, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",08.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/332_2,,,
КР329,Дифференцированный рак щитовидной железы,"C73, D44.0",Взрослые,"Российская ассоциация эндокринологов, Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Ассоциации эндокринных хирургов, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока",07.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/329_2,,,
КР467,Базальноклеточный рак кожи,C44,Взрослые,"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Ассоциация онкологов России, Ассоциация специалистов по проблемам меланомы, Общероссийская общественная организация «Российское общество клинической онкологии»",07.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/467_3,"Меглюмин: 200 
мл 
растворителя
180
662
300
[155,
156]
Хлорина 
Е6 
димеглюмин
1,0
мг/кг
в/в 
кап 
30 
мин
в 
100 
мл 
растворителя
180
66",,
КР358,Другие воспалительные полинейропатии (Хроническая воспалительная демиелинизирующая полирадикулонейропатия),"G61.8, G61.9, G62.8, G62.9",Дети,"Союз педиатров России, Всероссийское общество неврологов, Общероссийская общественная организация ""Союз реабилитологов России"", Национальная ассоциация детских реабилитологов",07.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/358_3,,,
КР92,Аномалия Эбштейна,"I36.1, Q22.5","Взрослые, дети","Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Всероссийская общественная организация ""Ассоциация детских кардиологов России""",07.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/92_2,,,
КР156,Хроническая сердечная недостаточность,"I50.0, I50.1, I50.9",Взрослые,"Общероссийская общественная организация «Российское кардиологическое общество», Общероссийская общественная организация ""Общество специалистов по сердечной недостаточности"", Автономная некоммерческая организация ""Национальное общество по изучению сердечной недостаточности и заболеваний миокарда"", Общероссийская общественная организация ""Российское научное медицинское общество терапевтов""",07.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/156_2,"Триметазидин: во лечения СН [236, 239, 368].
ЕОК IIaB (УУР В, УДД 2) 
55
Триметазидин рекомендуется назначать пациентам с ХСНнФВ при сохранении 
; Trimetazidine: -Filardi, M. Volterrani, and G. M. C. 
Rosano, “Efficacy of trimetazidine on functional capacity in symptomatic patients with 
stable",,
КР796,Негонококковый (неспецифический) уретрит у мужчин,"A49.3, A56.0, A59.0, A60, A63.8, B37.4, B96.8, N34.1",Взрослые,"Общероссийская общественная организация ""Российское общество урологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов"", Гильдия специалистов по инфекциям, передаваемым половым путем «ЮСТИ РУ»",07.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/796_1,,,
КР155,Стабильная ишемическая болезнь сердца,"I20.0, I20.1, I20.8, I20.9, I25.0, I25.1, I25.2, I25.3, I25.4, I25.5, I25.6, I25.8, I25.9, Q24.5",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Автономная некоммерческая организация ""Национальное общество по изучению атеросклероза"", Некоммерческое партнерство ""Национальное общество по атеротромбозу"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Российское научное общество специалистов по рентгенэндоваскулярной диагностике и лечению, Российское общество кардиосоматической реабилитации и вторичной профилактики (РосОКР), Российская ассоциация специалистов ультразвуковой диагностики в медицине",04.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/155_2,"Триметазидин: ельного 
действия (НДД)), ивабрадин, никорандил, ранолазин, триметазидин), а также с выделением 
группы препаратов, не влияющих на п; Trimetazidine: -548. 
251. McCarthy CP, Mullins KV, Kerins DM. The role of trimetazidine in cardiovascular disease: 
beyond an anti-anginal agent. E; Трифосаденин: т гетерогенность миокардиальной перфузии при вазодилатации (трифосаденин 
(С.01.Е.В.10), дипиридамол). Методы позволяют не только ус; Аденозинтрифосфат: с физической нагрузкой и вазодилататорами (трифосаденином 
(аденозинтрифосфатом натрия) (С.01.Е.В.10) дипиридамолом), стресс-МРТ — только",,
КР159,"Легочная гипертензия, в том числе хроническая тромбоэмболическая легочная гипертензия","I27.0, I27.2, I27.8",Взрослые,"Ассоциация сердечно-сосудистых хирургов России, Общероссийская общественная организация «Российское кардиологическое общество», Ассоциация ревматологов России, Российское медицинское общество по артериальной гипертонии, Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов"" , Российское респираторное общество, Евразийская ассоциация кардиологов, Российское общество анестезиологов и реаниматологов",03.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/159_2,"пальма: легких (ИЗЛ); сосудистые звездочки, тестикулярная атрофия и пальмарная эритема – на 
заболевание печени [6, 47-49]. При обнару","дилюция: астоящее время 
основным методом измерения СВ остается термодилюция. Для выполнения расчетов 
прямым методом Фика требуется пря; дилюция: астоящее время 
основным методом измерения СВ остается термодилюция. Для выполнения расчетов 
прямым методом Фика требуется пря",
КР62,Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,"Общероссийская общественная организация «Российское кардиологическое общество», Общероссийская общественная организация ""Российское научное медицинское общество терапевтов""",03.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/62_3,,,
КР47,Атрезия легочной артерии с дефектом межжелудочковой перегородки (АЛА с ДМЖП),Q25.5,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""",01.10.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/47_3,,,
КР697,Ботулизм у детей,A05.1,Дети,"Межрегиональная общественная организация ""Ассоциация врачей-инфекционистов Санкт-Петербурга и Ленинградской области"", Международная общественная организация ""Евро-Азиатское общество по инфекционным болезням""",30.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/697_2,,,
КР388,Язвенная болезнь желудка и/или двенадцатиперстной кишки,"K25, K26",Дети,"Союз педиатров России, Общероссийская общественная организация ""Российская ассоциация детских хирургов"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии",30.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/388_3,"Хондроитин: та
мукополисахаридов, в том числе фукогликопротеинов, синдрохондроитинсульфатов и
глюкозаминогликанов; наличием определенных фенот",,
КР178,Геморрой,K64,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",30.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/178_2,,,
КР191,Свищ заднего прохода и прямой кишки,"K60.3, K60.4, K60.5",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/191_2,,,
КР179,Дивертикулярная болезнь,"K57.0, K57.1, K57.2, K57.3, K57.4, K57.5, K57.8, K57.9",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация",27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/179_3,,,
КР173,Полип анального канала,K62.0,Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/173_2,,,
КР177,Выпадение прямой кишки,"K62.2, K62.3, K63.3",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/177_5,,,
КР331,Преждевременные роды,"O42, O47.0, O60, O60.0, O60.1, O60.2, O60.3","Взрослые, дети",Российское общество акушеров-гинекологов,27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/331_2,,,
КР289,Внутрипеченочный холестаз при беременности,O26.6,"Взрослые, дети",Российское общество акушеров-гинекологов,27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/289_2,"Адеметионин:  исследование
цмв
цитомегаловирус
ЩФ
щелочная фосфатаза
SAM
адеметионин**
Термины и определения
Аланинаминотрансфераза (АЛТ) - это ",,
КР213,Дерматит контактный,"L23, L24, L25","Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",27.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/213_3,,,
КР265,Атопический дерматит,L20,"Взрослые, дети","Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Межрегиональная общественная организация ""Национальный альянс дерматовенерологов и косметологов""",26.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/265_3,,"антиоксидант: интоксикационное 
действие ;#натрия 
тиосульфат** 
обладает антиоксидантными и противовоспалительными свойствами.
3.2. Иное лечение
",
КР172,Анальная трещина,"K60.0, K60.1, K60.2",Взрослые,"Общероссийская общественная организация ""Ассоциация колопроктологов России""",26.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/172_3,,,
КР34,Тотальный аномальный дренаж легочных вен,Q26.2,Дети,Ассоциация сердечно-сосудистых хирургов России,25.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/34_3,,,
КР702,Врожденный надклапанный стеноз аорты,Q25.3,Дети,"Ассоциация сердечно-сосудистых хирургов России, Всероссийская общественная организация ""Ассоциация детских кардиологов России"", Общероссийская общественная организация содействия развитию лучевой диагностики и терапии ""Российское общество рентгенологов и радиологов""",25.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/702_2,,,
КР259,Эндометриоз,N80,"Взрослые, дети",Российское общество акушеров-гинекологов,25.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/259_2,"фитотерапия: мин**) и препараты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
; фитотерапия: мин**) и препараты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
; фитотерапия: мин**) и препараты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
","гомеопатия: раты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
другие оценоч; гомеопат: раты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
другие оцен; гомеопатия: раты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
другие оценоч; гомеопатия: раты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
другие оценоч; гомеопат: раты магния, традиционная
китайская медицина, фитотерапия и гомеопатия.
Приложение Г1-ГN. Шкалы оценки, вопросники и
другие оцен",
КР597,"Цервикальная интраэпителиальная неоплазия, эрозия и эктропион шейки матки","N86, N87, N88.0, N88.1, N88.2, N88.4, N88.8","Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»",25.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/597_3,"Глицин: л-гистидил-глицил-глутаминил-гистидил-глицил-валил-гистидил-глицина и
некоторых других препаратов [3], [12], [58], [59], [60],; Инозин: зультатов в
отношении препаратов на основе дииндолилметана, инозина пранобекса, гистидил-глицил-
валил-серил-глицил-гистидил-г; Глицин: л-гистидил-глицил-глутаминил-гистидил-глицил-валил-гистидил-глицина и
некоторых других препаратов [3], [12], [58], [59], [60],",,
КР257,Миома матки,"D25, D26, D39.0, O34.1","Взрослые, дети",Российское общество акушеров-гинекологов,25.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/257_2,,,
КР598,Доброкачественная дисплазия молочной железы,"N60.0, N60.1, N60.2, N60.3, N60.4, N60.8, N60.9, N62, N63, N64.4","Взрослые, дети","Российское общество акушеров-гинекологов, Общероссийская общественная организация «Российское общество онкомаммологов», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы», ООО «Российская Ассоциация Маммологов»",25.09.2024,Применяется,https://cr.minzdrav.gov.ru/view-cr/598_3,"Индинол:  Гусейнов А.З., Гусейнов Т.А., Федорищев В.И. Эффективность индинола форто в
консервативной терапии кистозной и смешанной форм ; Мастодинон: но использование Прутняка обыкновенного плодов экстракт или мастодинона
(МНН отсутствует) в комплексной терапии взрослых пациенток",,
